state,district,year,groundnut_rabi_area_hectare,groundnut_rabi_production_tonne,groundnut_rabi_yield_tonne_per_hectare,groundnut_kharif_area_hectare,groundnut_kharif_production_tonne,groundnut_kharif_yield_tonne_per_hectare,groundnut_summer_area_hectare,groundnut_summer_production_tonne,groundnut_summer_yield_tonne_per_hectare,groundnut_whole_year_area_hectare,groundnut_whole_year_production_tonne,groundnut_whole_year_yield_tonne_per_hectare,groundnut_autumn_area_hectare,groundnut_autumn_production_tonne,groundnut_autumn_yield_tonne_per_hectare,groundnut_winter_area_hectare,groundnut_winter_production_tonne,groundnut_winter_yield_tonne_per_hectare
,,2014 - 2015,,,3.44,525.0,,2.34,,,,,,,,,,,,
,,2015 - 2016,,,3.29,817.0,,2.18,,,,,,,,,,,,
,,2016 - 2017,104.0,251.0,2.41,738.0,,1.57,,,,,,,,,,,,
,,2017 - 2018,303.0,,3.92,267.0,657.0,2.46,,,,,,,,,,,,
,,2018 - 2019,308.0,,3.48,488.0,,2.17,,,,,,,,,,,,
,,2019 - 2020,618.0,,3.74,534.0,,2.48,,,,,,,,,,,,
,,2020 - 2021,624.0,,3.23,144.0,307.0,2.13,,,,,,,,,,,,
,,2021 - 2022,465.0,,3.9,211.0,479.0,2.27,,,,,,,,,,,,
,,2022 - 2023,211.0,737.0,3.49,95.0,202.0,2.13,,,,,,,,,,,,
,Tirupathur,2020 - 2021,506.0,,3.23,,,2.08,,,,,,,,,,,,
,,2021 - 2022,191.0,746.0,3.91,,,2.11,,,,,,,,,,,,
,,2022 - 2023,586.0,,3.49,,,2.18,,,,,,,,,,,,
,Tiruppur,2008 - 2009,,,,,,,,,,,,0.0,,,,,,
,,2009 - 2010,,,,,,,,,,,,2.27,,,,,,
,,2010 - 2011,,,,,,1.95,,,,,,,,,,,,
,,2011 - 2012,,,6.15,,,1.27,,,,,,,,,,,,
,,2012 - 2013,,,,,,1.25,,,,,,,,,,,,
,,2013 - 2014,854.0,,4.06,,,1.07,,,,,,,,,,,,
,,2014 - 2015,,,2.95,,,1.96,,,,,,,,,,,,
,,2015 - 2016,,,3.09,,,1.66,,,,,,,,,,,,
,,2016 - 2017,368.0,,3.45,,,0.69,,,,,,,,,,,,
,,2017 - 2018,,,3.42,,,2.32,,,,,,,,,,,,
,,2018 - 2019,,,3.49,,,1.58,,,,,,,,,,,,
,,2019 - 2020,,,2.58,,,0.9,,,,,,,,,,,,
,,2020 - 2021,,,2.62,,,1.7,,,,,,,,,,,,
,,2021 - 2022,,,3.98,,,1.41,,,,,,,,,,,,
,,2022 - 2023,,,3.78,,,1.06,,,,,,,,,,,,
,Tiruvannamalai,2000 - 2001,,,,,,1.5,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.62,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.06,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.26,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.17,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.38,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,1.83,,,,,,
,,2007 - 2008,,,,,,,,,,,,2.14,,,,,,
,,2008 - 2009,,,,,,,,,,,,1.5,,,,,,
,,2009 - 2010,,,,,,,,,,,,1.82,,,,,,
,,2010 - 2011,,,,,,1.85,,,,,,,,,,,,
,,2011 - 2012,,,3.84,,,1.96,,,,,,,,,,,,
,,2012 - 2013,,,,,,2.12,,,,,,,,,,,,
,,2013 - 2014,,,2.83,,,2.19,,,,,,,,,,,,
,,2014 - 2015,,,2.6,,,2.28,,,,,,,,,,,,
,,2015 - 2016,,,1.79,,,1.7,,,,,,,,,,,,
,,2016 - 2017,,,1.86,,,1.61,,,,,,,,,,,,
,,2017 - 2018,,,3.92,,,2.49,,,,,,,,,,,,
,,2018 - 2019,,,3.16,,,2.21,,,,,,,,,,,,
,,2019 - 2020,,,3.08,,,2.72,,,,,,,,,,,,
,,2020 - 2021,,,2.45,,,2.0,,,,,,,,,,,,
,,2021 - 2022,,,2.88,,,1.88,,,,,,,,,,,,
,,2022 - 2023,,,2.77,,,1.96,,,,,,,,,,,,
,Vellore,2000 - 2001,,,,,,1.99,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.77,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.17,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.26,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.3,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.46,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,1.67,,,,,,
,,2007 - 2008,,,,,,,,,,,,1.89,,,,,,
,,2008 - 2009,,,,,,,,,,,,1.73,,,,,,
,,2009 - 2010,,,,,,,,,,,,1.92,,,,,,
,,2010 - 2011,,,,,,2.27,,,,,,,,,,,,
,,2011 - 2012,,,3.32,,,2.08,,,,,,,,,,,,
,,2012 - 2013,,,,,,2.12,,,,,,,,,,,,
,,2013 - 2014,,,3.45,,,2.39,,,,,,,,,,,,
,,2014 - 2015,,,3.5,,,2.65,,,,,,,,,,,,
,,2015 - 2016,,,2.56,,,3.11,,,,,,,,,,,,
,,2016 - 2017,,,3.01,,,2.33,,,,,,,,,,,,
,,2017 - 2018,,,3.34,,,2.55,,,,,,,,,,,,
,,2018 - 2019,,,2.99,,,2.5,,,,,,,,,,,,
,,2019 - 2020,,,3.16,,,2.7,,,,,,,,,,,,
,,2020 - 2021,617.0,,3.23,,,2.72,,,,,,,,,,,,
,,2021 - 2022,348.0,,3.9,,,2.66,,,,,,,,,,,,
,,2022 - 2023,517.0,,3.49,,,2.73,,,,,,,,,,,,
,Villupuram,2000 - 2001,,,,,,1.64,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.93,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.66,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.89,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.93,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.06,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,2.08,,,,,,
,,2007 - 2008,,,,,,,,,,,,2.4,,,,,,
,,2008 - 2009,,,,,,,,,,,,2.45,,,,,,
,,2009 - 2010,,,,,,,,,,,,2.9,,,,,,
,,2010 - 2011,,,,,,2.39,,,,,,,,,,,,
,,2011 - 2012,,,3.52,,,2.32,,,,,,,,,,,,
,,2012 - 2013,,,,,,2.72,,,,,,,,,,,,
,,2013 - 2014,,,4.28,,,2.36,,,,,,,,,,,,
,,2014 - 2015,,,3.95,,,2.44,,,,,,,,,,,,
,,2015 - 2016,,,3.72,,,2.25,,,,,,,,,,,,
,,2016 - 2017,,,2.32,,,1.97,,,,,,,,,,,,
,,2017 - 2018,,,3.5,,,2.82,,,,,,,,,,,,
,,2018 - 2019,,,3.26,,,2.95,,,,,,,,,,,,
,,2019 - 2020,,,3.16,,,2.29,,,,,,,,,,,,
,,2020 - 2021,,,2.88,,,2.21,,,,,,,,,,,,
,,2021 - 2022,,,4.79,,,2.45,,,,,,,,,,,,
,,2022 - 2023,,,3.44,,,2.0,,,,,,,,,,,,
,Virudhunagar,2000 - 2001,,,,,,1.32,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.28,,,,,,,,,,,,
,,2002 - 2003,,,,,,0.43,,,,,,,,,,,,
,,2003 - 2004,,,,,,0.49,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.14,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.3,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,1.57,,,,,,
,,2007 - 2008,,,,,,,,,,,,1.18,,,,,,
,,2008 - 2009,,,,,,,,,,,,1.29,,,,,,
,,2009 - 2010,,,,,,,,,,,,0.69,,,,,,
,,2010 - 2011,,,,,,1.1,,,,,,,,,,,,
,,2011 - 2012,,,1.74,,,1.63,,,,,,,,,,,,
,,2012 - 2013,,,,,,1.11,,,,,,,,,,,,
,,2013 - 2014,,,2.01,,,1.25,,,,,,,,,,,,
,,2014 - 2015,,,1.71,,,1.3,,,,,,,,,,,,
,,2015 - 2016,,,2.2,,,2.0,,,,,,,,,,,,
,,2016 - 2017,,,1.02,,,1.13,,,,,,,,,,,,
,,2017 - 2018,,,0.91,,,1.14,,,,,,,,,,,,
,,2018 - 2019,,,1.83,,,1.33,,,,,,,,,,,,
,,2019 - 2020,,,1.56,,,1.58,,,,,,,,,,,,
,,2020 - 2021,,,2.15,,,1.85,,,,,,,,,,,,
,,2021 - 2022,,,1.47,829.0,,1.88,,,,,,,,,,,,
,,2022 - 2023,,,1.32,,,1.3,,,,,,,,,,,,
Telangana,Adilabad,2000 - 2001,,,1.61,224.0,157.0,0.7,,,,,,,,,,,,
,,2001 - 2002,,,1.38,70.0,50.0,0.71,,,,,,,,,,,,
,,2002 - 2003,,,1.09,139.0,78.0,0.56,,,,,,,,,,,,
,,2003 - 2004,,,1.45,71.0,50.0,0.7,,,,,,,,,,,,
,,2004 - 2005,,,1.18,168.0,125.0,0.74,,,,,,,,,,,,
,,2005 - 2006,,,1.45,86.0,82.0,0.95,,,,,,,,,,,,
,,2006 - 2007,,,1.53,44.0,27.0,0.61,,,,,,,,,,,,
,,2007 - 2008,,,1.2,,,,,,,,,,,,,,,
,,2008 - 2009,,,1.26,60.0,52.0,0.87,,,,,,,,,,,,
,,2009 - 2010,,,1.87,19.0,15.0,0.79,,,,,,,,,,,,
,,2010 - 2011,,,1.93,4.0,4.0,1.0,,,,,,,,,,,,
,,2011 - 2012,,,1.59,,,,,,,,,,,,,,,
,,2012 - 2013,,,1.5,,,,,,,,,,,,,,,
,,2013 - 2014,,,1.71,1.0,1.0,1.0,,,,,,,,,,,,
,,2014 - 2015,981.0,,1.91,,,,,,,,,,,,,,,
,,2015 - 2016,,,2.23,,,,,,,,,,,,,,,
,,2016 - 2017,,,2.07,,,,,,,,,,,,,,,
,,2017 - 2018,,,2.24,,,,,,,,,,,,,,,
,,2018 - 2019,606.0,,2.49,8.0,20.0,2.5,,,,,,,,,,,,
,,2019 - 2020,404.0,948.0,2.35,,,,,,,,,,,,,,,
,,2020 - 2021,,,2.38,6.0,10.0,1.67,,,,,,,,,,,,
,,2021 - 2022,516.0,,2.43,1.0,2.0,2.0,,,,,,,,,,,,
,,2022 - 2023,357.0,825.0,2.31,2.0,5.0,2.5,,,,,,,,,,,,
,Bhadradri,2016 - 2017,,,2.22,302.0,583.0,1.93,,,,,,,,,,,,
,,2017 - 2018,986.0,,3.04,356.0,779.0,2.19,,,,,,,,,,,,
,,2018 - 2019,,,2.33,334.0,836.0,2.5,,,,,,,,,,,,
,,2019 - 2020,,,2.51,329.0,902.0,2.74,,,,,,,,,,,,
,,2020 - 2021,616.0,,4.75,315.0,498.0,1.58,,,,,,,,,,,,
,,2021 - 2022,954.0,,4.57,,,2.33,,,,,,,,,,,,
,,2022 - 2023,,,4.34,551.0,,2.84,,,,,,,,,,,,
,Jagitial,2016 - 2017,,,1.79,,,,,,,,,,,,,,,
,,2017 - 2018,936.0,,1.45,,,,,,,,,,,,,,,
,,2018 - 2019,876.0,,1.43,,,,,,,,,,,,,,,
,,2019 - 2020,220.0,384.0,1.75,,,,,,,,,,,,,,,
,,2020 - 2021,250.0,429.0,1.72,,,,,,,,,,,,,,,
,,2021 - 2022,445.0,570.0,1.28,5.0,11.0,2.2,,,,,,,,,,,,
,,2022 - 2023,160.0,299.0,1.87,,,,,,,,,,,,,,,
,Jangoan,2016 - 2017,,,1.37,296.0,,3.72,,,,,,,,,,,,
,,2017 - 2018,,,1.66,409.0,895.0,2.19,,,,,,,,,,,,
,,2018 - 2019,,,1.45,153.0,383.0,2.5,,,,,,,,,,,,
,,2019 - 2020,701.0,,1.48,156.0,427.0,2.74,,,,,,,,,,,,
,,2020 - 2021,,,1.36,358.0,566.0,1.58,,,,,,,,,,,,
,,2021 - 2022,,,1.32,151.0,266.0,1.76,,,,,,,,,,,,
,,2022 - 2023,230.0,443.0,1.93,74.0,158.0,2.14,,,,,,,,,,,,
,Jayashankar,2016 - 2017,,,2.07,61.0,227.0,3.72,,,,,,,,,,,,
,,2017 - 2018,710.0,,1.76,49.0,107.0,2.18,,,,,,,,,,,,
,,2018 - 2019,95.0,202.0,2.13,4.0,10.0,2.5,,,,,,,,,,,,
,,2019 - 2020,51.0,120.0,2.35,6.0,16.0,2.67,,,,,,,,,,,,
,,2020 - 2021,289.0,690.0,2.39,80.0,126.0,1.58,,,,,,,,,,,,
,,2021 - 2022,108.0,245.0,2.27,14.0,30.0,2.14,,,,,,,,,,,,
,,2022 - 2023,83.0,119.0,1.43,6.0,14.0,2.33,,,,,,,,,,,,
,Jogulamba,2016 - 2017,,,2.39,,,1.64,,,,,,,,,,,,
,,2017 - 2018,,,2.83,,,1.92,,,,,,,,,,,,
,,2018 - 2019,,,2.66,,,2.22,,,,,,,,,,,,
,,2019 - 2020,,,2.68,,,2.49,,,,,,,,,,,,
,,2020 - 2021,,,2.24,,,1.36,,,,,,,,,,,,
,,2021 - 2022,,,2.17,,,2.06,,,,,,,,,,,,
,,2022 - 2023,,,2.04,,,2.19,,,,,,,,,,,,
,Kamareddy,2016 - 2017,282.0,583.0,2.07,,,,,,,,,,,,,,,
,,2017 - 2018,158.0,353.0,2.23,,,,,,,,,,,,,,,
,,2018 - 2019,85.0,212.0,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,34.0,80.0,2.35,,,,,,,,,,,,,,,
,,2020 - 2021,480.0,,2.38,16.0,26.0,1.63,,,,,,,,,,,,
,,2021 - 2022,,,2.27,12.0,26.0,2.17,,,,,,,,,,,,
,,2022 - 2023,430.0,504.0,1.17,,,,,,,,,,,,,,,
,Karimnagar,2000 - 2001,,,1.92,,,0.6,,,,,,,,,,,,
,,2001 - 2002,,,1.96,,,0.6,,,,,,,,,,,,
,,2002 - 2003,,,1.64,,,0.5,,,,,,,,,,,,
,,2003 - 2004,,,2.1,,,0.49,,,,,,,,,,,,
,,2004 - 2005,,,1.02,,,0.86,,,,,,,,,,,,
,,2005 - 2006,,,1.88,474.0,419.0,0.88,,,,,,,,,,,,
,,2006 - 2007,,,1.89,499.0,341.0,0.68,,,,,,,,,,,,
,,2007 - 2008,,,1.53,,,,,,,,,,,,,,,
,,2008 - 2009,,,1.83,623.0,677.0,1.09,,,,,,,,,,,,
,,2009 - 2010,,,1.53,432.0,618.0,1.43,,,,,,,,,,,,
,,2010 - 2011,,,1.47,249.0,157.0,0.63,,,,,,,,,,,,
,,2011 - 2012,,,1.62,173.0,195.0,1.13,,,,,,,,,,,,
,,2012 - 2013,,,1.56,,,,,,,,,,,,,,,
,,2013 - 2014,,,1.51,133.0,152.0,1.14,,,,,,,,,,,,
,,2014 - 2015,,,2.07,25.0,19.0,0.76,,,,,,,,,,,,
,,2015 - 2016,,,1.46,,,,,,,,,,,,,,,
,,2016 - 2017,,,2.41,1.0,2.0,2.0,,,,,,,,,,,,
,,2017 - 2018,,,1.48,325.0,711.0,2.19,,,,,,,,,,,,
,,2018 - 2019,,,2.7,23.0,58.0,2.52,,,,,,,,,,,,
,,2019 - 2020,,,1.67,5.0,13.0,2.6,,,,,,,,,,,,
,,2020 - 2021,582.0,932.0,1.6,94.0,148.0,1.57,,,,,,,,,,,,
,,2021 - 2022,,,2.34,120.0,258.0,2.15,,,,,,,,,,,,
,,2022 - 2023,230.0,436.0,1.9,24.0,58.0,2.42,,,,,,,,,,,,
,Khammam,2000 - 2001,,,1.58,,756.0,0.68,,,,,,,,,,,,
,,2001 - 2002,,,1.72,499.0,508.0,1.02,,,,,,,,,,,,
,,2002 - 2003,,,1.27,479.0,500.0,1.04,,,,,,,,,,,,
,,2003 - 2004,,,1.25,535.0,467.0,0.87,,,,,,,,,,,,
,,2004 - 2005,,,1.38,641.0,467.0,0.73,,,,,,,,,,,,
,,2005 - 2006,,,1.42,547.0,508.0,0.93,,,,,,,,,,,,
,,2006 - 2007,,,1.66,398.0,470.0,1.18,,,,,,,,,,,,
,,2007 - 2008,,,1.5,,,,,,,,,,,,,,,
,,2008 - 2009,,,1.61,365.0,502.0,1.38,,,,,,,,,,,,
,,2009 - 2010,,,1.41,326.0,420.0,1.29,,,,,,,,,,,,
,,2010 - 2011,,,1.9,217.0,271.0,1.25,,,,,,,,,,,,
,,2011 - 2012,,,1.76,171.0,301.0,1.76,,,,,,,,,,,,
,,2012 - 2013,,,1.67,,,0.0,,,,,,,,,,,,
,,2013 - 2014,,,1.72,714.0,846.0,1.18,,,,,,,,,,,,
,,2014 - 2015,,,1.9,351.0,552.0,1.57,,,,,,,,,,,,
,,2015 - 2016,,,2.74,412.0,949.0,2.3,,,,,,,,,,,,
,,2016 - 2017,,,1.56,228.0,440.0,1.93,,,,,,,,,,,,
,,2017 - 2018,,,2.12,102.0,223.0,2.19,,,,,,,,,,,,
,,2018 - 2019,,,2.23,83.0,208.0,2.51,,,,,,,,,,,,
,,2019 - 2020,585.0,860.0,1.47,50.0,137.0,2.74,,,,,,,,,,,,
,,2020 - 2021,,,1.65,63.0,100.0,1.59,,,,,,,,,,,,
,,2021 - 2022,760.0,,2.0,79.0,170.0,2.15,,,,,,,,,,,,
,,2022 - 2023,223.0,557.0,2.5,54.0,130.0,2.41,,,,,,,,,,,,
,Komaram bheem asifabad,2016 - 2017,33.0,68.0,2.06,,,,,,,,,,,,,,,
,,2018 - 2019,,,,24.0,60.0,2.5,,,,,,,,,,,,
,,2019 - 2020,27.0,63.0,2.33,23.0,62.0,2.7,,,,,,,,,,,,
,,2020 - 2021,76.0,178.0,2.34,2.0,3.0,1.5,,,,,,,,,,,,
,,2021 - 2022,148.0,335.0,2.26,38.0,82.0,2.16,,,,,,,,,,,,
,,2022 - 2023,119.0,292.0,2.45,6.0,14.0,2.33,,,,,,,,,,,,
,Mahabubabad,2016 - 2017,,,1.3,191.0,711.0,3.72,,,,,,,,,,,,
,,2017 - 2018,,,1.51,174.0,381.0,2.19,,,,,,,,,,,,
,,2018 - 2019,,,1.6,129.0,323.0,2.5,,,,,,,,,,,,
,,2019 - 2020,,,1.75,168.0,461.0,2.74,,,,,,,,,,,,
,,2020 - 2021,,,2.03,94.0,149.0,1.59,,,,,,,,,,,,
,,2021 - 2022,,,1.67,101.0,175.0,1.73,,,,,,,,,,,,
,,2022 - 2023,280.0,556.0,1.99,37.0,83.0,2.24,,,,,,,,,,,,
,Mahbubnagar,2000 - 2001,,,1.23,,,0.7,,,,,,,,,,,,
,,2001 - 2002,,,1.4,,,0.57,,,,,,,,,,,,
,,2002 - 2003,,,0.95,,,0.45,,,,,,,,,,,,
,,2003 - 2004,,,1.27,,,0.6,,,,,,,,,,,,
,,2004 - 2005,,,1.21,,,0.7,,,,,,,,,,,,
,,2005 - 2006,,,1.34,,,0.94,,,,,,,,,,,,
,,2006 - 2007,,,1.6,,,0.45,,,,,,,,,,,,
,,2007 - 2008,,,2.19,,,1.45,,,,,,,,,,,,
,,2008 - 2009,,,2.05,,,0.69,,,,,,,,,,,,
,,2009 - 2010,,,2.16,,,0.66,,,,,,,,,,,,
,,2010 - 2011,,,2.23,,,0.92,,,,,,,,,,,,
,,2011 - 2012,,,1.53,,,1.02,,,,,,,,,,,,
,,2012 - 2013,,,1.89,,,1.25,,,,,,,,,,,,
,,2013 - 2014,,,1.79,,,1.37,,,,,,,,,,,,
,,2014 - 2015,,,2.05,,,1.8,,,,,,,,,,,,
,,2015 - 2016,,,1.61,,,1.47,,,,,,,,,,,,
,,2016 - 2017,,,1.85,229.0,375.0,1.64,,,,,,,,,,,,
,,2017 - 2018,,,2.34,605.0,,2.19,,,,,,,,,,,,
,,2018 - 2019,,,2.24,,,,,,,,,,,,,,,
,,2019 - 2020,,,2.1,21.0,58.0,2.76,,,,,,,,,,,,
,,2020 - 2021,,,2.86,42.0,69.0,1.64,,,,,,,,,,,,
,,2021 - 2022,,,2.92,81.0,174.0,2.15,,,,,,,,,,,,
,,2022 - 2023,,,1.89,18.0,43.0,2.39,,,,,,,,,,,,
,Mancherial,2016 - 2017,239.0,494.0,2.07,2.0,4.0,2.0,,,,,,,,,,,,
,,2017 - 2018,214.0,479.0,2.24,1.0,2.0,2.0,,,,,,,,,,,,
,,2018 - 2019,182.0,453.0,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,83.0,195.0,2.35,,,,,,,,,,,,,,,
,,2020 - 2021,149.0,354.0,2.38,33.0,52.0,1.58,,,,,,,,,,,,
,,2021 - 2022,259.0,886.0,3.42,1.0,2.0,2.0,,,,,,,,,,,,
,,2022 - 2023,120.0,292.0,2.43,,,,,,,,,,,,,,,
,Medak,2000 - 2001,,,1.61,,,0.46,,,,,,,,,,,,
,,2001 - 2002,,,1.49,,,1.29,,,,,,,,,,,,
,,2002 - 2003,,,1.72,714.0,619.0,0.87,,,,,,,,,,,,
,,2003 - 2004,,,1.48,384.0,330.0,0.86,,,,,,,,,,,,
,,2004 - 2005,,,1.74,493.0,393.0,0.8,,,,,,,,,,,,
,,2005 - 2006,,,1.47,429.0,549.0,1.28,,,,,,,,,,,,
,,2006 - 2007,,,1.92,362.0,236.0,0.65,,,,,,,,,,,,
,,2007 - 2008,,,2.0,,,,,,,,,,,,,,,
,,2008 - 2009,,,2.07,169.0,128.0,0.76,,,,,,,,,,,,
,,2009 - 2010,,,1.81,124.0,44.0,0.35,,,,,,,,,,,,
,,2010 - 2011,,,1.62,107.0,69.0,0.64,,,,,,,,,,,,
,,2011 - 2012,,959.0,0.83,30.0,22.0,0.73,,,,,,,,,,,,
,,2012 - 2013,,,1.0,,,,,,,,,,,,,,,
,,2013 - 2014,,,1.28,56.0,50.0,0.89,,,,,,,,,,,,
,,2014 - 2015,771.0,922.0,1.2,35.0,31.0,0.89,,,,,,,,,,,,
,,2015 - 2016,565.0,506.0,0.9,12.0,7.0,0.58,,,,,,,,,,,,
,,2016 - 2017,309.0,639.0,2.07,16.0,31.0,1.94,,,,,,,,,,,,
,,2017 - 2018,116.0,259.0,2.23,2.0,4.0,2.0,,,,,,,,,,,,
,,2018 - 2019,41.0,102.0,2.49,16.0,40.0,2.5,,,,,,,,,,,,
,,2019 - 2020,36.0,83.0,2.31,1.0,2.0,2.0,,,,,,,,,,,,
,,2020 - 2021,152.0,361.0,2.38,30.0,49.0,1.63,,,,,,,,,,,,
,,2021 - 2022,,,2.27,9.0,19.0,2.11,,,,,,,,,,,,
,,2022 - 2023,46.0,113.0,2.46,7.0,17.0,2.43,,,,,,,,,,,,
,Medchal,2021 - 2022,5.0,11.0,2.2,6.0,13.0,2.17,,,,,,,,,,,,
,Mulugu,2018 - 2019,364.0,772.0,2.12,2.0,5.0,2.5,,,,,,,,,,,,
,,2019 - 2020,378.0,683.0,1.81,18.0,49.0,2.72,,,,,,,,,,,,
,,2020 - 2021,417.0,989.0,2.37,11.0,18.0,1.64,,,,,,,,,,,,
,,2021 - 2022,256.0,308.0,1.2,5.0,11.0,2.2,,,,,,,,,,,,
,,2022 - 2023,517.0,,2.7,,,,,,,,,,,,,,,
,Nagarkurnool,2016 - 2017,,,2.28,,,1.64,,,,,,,,,,,,
,,2017 - 2018,,,2.32,,,1.53,,,,,,,,,,,,
,,2018 - 2019,,,2.46,409.0,614.0,1.5,,,,,,,,,,,,
,,2019 - 2020,,,2.15,229.0,572.0,2.5,,,,,,,,,,,,
,,2020 - 2021,,,2.6,,,1.45,,,,,,,,,,,,
,,2021 - 2022,,,2.15,704.0,,2.27,,,,,,,,,,,,
,,2022 - 2023,,,2.54,154.0,339.0,2.2,,,,,,,,,,,,
,Nalgonda,2000 - 2001,,,1.46,,,0.57,,,,,,,,,,,,
,,2001 - 2002,,,1.02,,,0.79,,,,,,,,,,,,
,,2002 - 2003,,,0.77,,,0.59,,,,,,,,,,,,
,,2003 - 2004,,,1.01,,,0.79,,,,,,,,,,,,
,,2004 - 2005,,,0.99,,,0.6,,,,,,,,,,,,
,,2005 - 2006,,,0.99,,,0.95,,,,,,,,,,,,
,,2006 - 2007,,,1.02,,,0.68,,,,,,,,,,,,
,,2007 - 2008,,,1.24,,,0.73,,,,,,,,,,,,
,,2008 - 2009,,,1.11,,,0.87,,,,,,,,,,,,
,,2009 - 2010,,,1.47,,,0.67,,,,,,,,,,,,
,,2010 - 2011,,,1.18,,,0.86,,,,,,,,,,,,
,,2011 - 2012,,,1.31,,,0.52,,,,,,,,,,,,
,,2012 - 2013,,,1.71,,,1.0,,,,,,,,,,,,
,,2013 - 2014,,,1.38,,,1.23,,,,,,,,,,,,
,,2014 - 2015,,,1.29,,,1.07,,,,,,,,,,,,
,,2015 - 2016,,,1.05,,,1.0,,,,,,,,,,,,
,,2016 - 2017,,,1.31,,,1.67,,,,,,,,,,,,
,,2017 - 2018,,,1.99,362.0,399.0,1.1,,,,,,,,,,,,
,,2018 - 2019,,,1.69,268.0,671.0,2.5,,,,,,,,,,,,
,,2019 - 2020,,,1.7,436.0,,2.75,,,,,,,,,,,,
,,2020 - 2021,,,1.55,123.0,196.0,1.59,,,,,,,,,,,,
,,2021 - 2022,,,2.37,184.0,337.0,1.83,,,,,,,,,,,,
,,2022 - 2023,,,2.33,27.0,39.0,1.44,,,,,,,,,,,,
,Narayanapet,2018 - 2019,,,2.23,280.0,701.0,2.5,,,,,,,,,,,,
,,2019 - 2020,,,2.08,117.0,320.0,2.74,,,,,,,,,,,,
,,2020 - 2021,,,1.93,45.0,73.0,1.62,,,,,,,,,,,,
,,2021 - 2022,,,2.03,127.0,273.0,2.15,,,,,,,,,,,,
,,2022 - 2023,,,2.21,61.0,146.0,2.39,,,,,,,,,,,,
,Nirmal,2016 - 2017,620.0,,2.07,,,,,,,,,,,,,,,
,,2017 - 2018,231.0,517.0,2.24,,,,,,,,,,,,,,,
,,2018 - 2019,328.0,816.0,2.49,,,,,,,,,,,,,,,
,,2019 - 2020,146.0,341.0,2.34,,,,,,,,,,,,,,,
,,2020 - 2021,418.0,990.0,2.37,1.0,1.0,1.0,,,,,,,,,,,,
,,2021 - 2022,541.0,,2.38,4.0,9.0,2.25,,,,,,,,,,,,
,,2022 - 2023,50.0,164.0,3.28,1.0,2.0,2.0,,,,,,,,,,,,
,Nizamabad,2000 - 2001,,,2.88,283.0,198.0,0.7,,,,,,,,,,,,
,,2001 - 2002,,,1.74,239.0,170.0,0.71,,,,,,,,,,,,
,,2002 - 2003,,,1.02,193.0,108.0,0.56,,,,,,,,,,,,
,,2003 - 2004,,,2.41,163.0,114.0,0.7,,,,,,,,,,,,
,,2004 - 2005,,,1.39,137.0,102.0,0.74,,,,,,,,,,,,
,,2005 - 2006,,,2.07,60.0,57.0,0.95,,,,,,,,,,,,
,,2006 - 2007,,,1.61,27.0,17.0,0.63,,,,,,,,,,,,
,,2007 - 2008,,,2.33,,,,,,,,,,,,,,,
,,2008 - 2009,,,2.26,73.0,63.0,0.86,,,,,,,,,,,,
,,2009 - 2010,,,1.45,8.0,6.0,0.75,,,,,,,,,,,,
,,2010 - 2011,,,2.1,,,,,,,,,,,,,,,
,,2011 - 2012,,,1.68,13.0,15.0,1.15,,,,,,,,,,,,
,,2012 - 2013,,,3.0,,,,,,,,,,,,,,,
,,2013 - 2014,,,2.07,,,,,,,,,,,,,,,
,,2014 - 2015,861.0,,2.87,22.0,38.0,1.73,,,,,,,,,,,,
,,2015 - 2016,554.0,,2.66,,,,,,,,,,,,,,,
,,2016 - 2017,283.0,585.0,2.07,60.0,116.0,1.93,,,,,,,,,,,,
,,2017 - 2018,165.0,369.0,2.24,56.0,123.0,2.2,,,,,,,,,,,,
,,2018 - 2019,81.0,202.0,2.49,52.0,130.0,2.5,,,,,,,,,,,,
,,2019 - 2020,16.0,37.0,2.31,80.0,219.0,2.74,,,,,,,,,,,,
